,osmid,y,x,street_count,highway,ref
0,78112,51.526976,-0.1457924,3,,
1,99936,51.5236106,-0.1527906,4,,
2,99937,51.5230177,-0.1520235,3,,
3,101818,51.5351787,-0.1481038,4,,
4,101831,51.5356116,-0.1470438,3,,
5,101833,51.5351235,-0.1588702,4,crossing,
6,101835,51.5362541,-0.1595932,3,,
7,101839,51.5375133,-0.1526662,3,,
8,101842,51.5340544,-0.1626572,3,,
9,101843,51.5349387,-0.1636822,4,traffic_signals,
10,101849,51.5324547,-0.1642465,4,crossing,
11,101851,51.5344972,-0.1644641,3,,
12,101852,51.533708,-0.1654554,3,,
13,101870,51.5296297,-0.1673203,4,,
14,101872,51.529917,-0.1678226,3,,
15,101873,51.5303181,-0.1679116,3,,
16,101877,51.5287502,-0.1636521,3,,
17,101884,51.5301103,-0.1688805,3,,
18,101885,51.5314812,-0.1707395,4,,
19,101887,51.5350037,-0.1750018,3,,
20,101888,51.5359175,-0.1760666,3,crossing,
21,101892,51.5414124,-0.1754092,3,,
22,101898,51.5454071,-0.1774342,4,crossing,
23,101899,51.5457335,-0.1782226,3,,
24,101900,51.5463658,-0.1789627,3,,
25,101906,51.5509143,-0.1838402,3,,
26,101918,51.5595124,-0.1969775,4,,
27,101920,51.5610918,-0.1971104,3,,
28,101922,51.5629312,-0.1972244,4,,
29,101954,51.5595316,-0.1784571,3,,
30,101956,51.5587254,-0.1785815,3,,
31,101959,51.5578291,-0.1785221,3,,
32,101964,51.5562782,-0.1779705,3,,
33,101965,51.5559219,-0.1770989,3,,
34,101966,51.5556328,-0.1761867,3,,
35,101968,51.5545074,-0.1719546,4,,
36,101969,51.5531712,-0.1690978,3,,
37,101975,51.5470468,-0.1589509,3,,
38,101977,51.545681,-0.1558591,3,,
39,101982,51.5228787,-0.1462595,3,,
40,101986,51.5222839,-0.144392,4,,
41,101990,51.5205731,-0.1477006,4,,
42,101991,51.5216534,-0.1481922,4,,
43,101992,51.5213948,-0.1496954,4,,
44,101993,51.5203158,-0.1492251,4,,
45,101995,51.5199741,-0.1517856,3,,
46,101997,51.5190928,-0.1486525,4,,
47,101998,51.5193478,-0.147143,4,,
48,101999,51.5197389,-0.144899,4,,
49,102000,51.5201085,-0.1427242,4,,
50,102003,51.5186021,-0.151614,3,,
51,102005,51.5188997,-0.1421844,4,,
52,102010,51.5168086,-0.1521665,4,,
53,102018,51.5178495,-0.1528179,3,,
54,102020,51.5174352,-0.1554056,4,,
55,102025,51.5194493,-0.1563353,4,,
56,102030,51.5170808,-0.1575332,4,,
57,102031,51.5199153,-0.1588065,4,,
58,102032,51.5168309,-0.1590189,4,,
59,102035,51.515266,-0.1613315,4,,
60,102036,51.5202521,-0.1605494,4,,
61,102037,51.5163695,-0.1617749,4,,
62,102041,51.5147811,-0.1580474,3,,
63,102043,51.5143055,-0.1669807,3,,
64,102046,51.5130711,-0.1619392,3,,
65,102047,51.5131635,-0.1607139,3,,
66,102049,51.5132708,-0.1596343,3,,
67,102051,51.5125323,-0.159527,3,,
68,102052,51.5125951,-0.1588902,3,,
69,102053,51.5129786,-0.1581826,3,,
70,102056,51.51474,-0.1582865,3,,
71,102057,51.5123747,-0.1607483,3,,
72,102058,51.514123,-0.1680884,3,,
73,102059,51.5139413,-0.1680391,3,mini_roundabout,
74,102061,51.5135818,-0.1715503,4,mini_roundabout,
75,102062,51.5130476,-0.1724839,3,,
76,102069,51.5127697,-0.1753646,3,,
77,102070,51.5126834,-0.1757653,3,,
78,102071,51.5121056,-0.1759101,3,,
79,102073,51.5110187,-0.1797724,3,,
80,102083,51.5104893,-0.1836547,4,,
81,102084,51.5109862,-0.179995,3,,
82,102085,51.5103004,-0.186934,4,,
83,102086,51.510087,-0.1898952,4,crossing,
84,102087,51.5096732,-0.1896302,4,,
85,102089,51.5099488,-0.1915788,3,,
86,102090,51.5094804,-0.1941004,5,,
87,102091,51.5093149,-0.195199,3,,
88,102093,51.5086227,-0.1938028,3,,
89,102094,51.507358,-0.1930964,3,,
90,102098,51.5052033,-0.1928781,4,,
91,102100,51.502034,-0.1909217,5,,
92,102101,51.5055114,-0.1984535,3,,
93,102102,51.5043176,-0.1975511,3,,
94,103928,51.5261069,-0.145759,3,,
95,104302,51.5203679,-0.1303251,4,,
96,104309,51.5234828,-0.1149355,3,,
97,104310,51.5229862,-0.1145024,3,,
98,104312,51.5215137,-0.11332,4,,
99,104315,51.5181757,-0.1113814,4,,
100,104318,51.5162301,-0.1019241,3,,
101,104319,51.5153517,-0.0987851,3,crossing,
102,104320,51.5147196,-0.0968823,4,crossing,
103,104321,51.5142176,-0.0947411,3,,
104,104322,51.513823,-0.0923294,4,,
105,104323,51.5140493,-0.0752421,3,,
106,104327,51.5151372,-0.0700822,4,crossing,
107,104396,51.4924207,-0.1216503,4,,
108,104397,51.4964175,-0.1508442,4,,
109,104399,51.4973663,-0.1522535,4,,
110,104401,51.4990783,-0.1986634,3,,
111,104402,51.4994549,-0.1974907,3,,
112,104405,51.5070251,-0.199145,3,,
113,104406,51.5074722,-0.1971891,3,,
114,104407,51.5078467,-0.1973966,4,,
115,104408,51.5075696,-0.1986278,3,,
116,104409,51.5082094,-0.1989353,3,,
117,104412,51.5248542,-0.1656131,4,,
118,104414,51.5258922,-0.1616433,3,,
119,105511,51.5199952,-0.1434045,4,,
120,106201,51.5276777,-0.1443142,4,,
121,106203,51.5256574,-0.1442502,3,,
122,106211,51.523015,-0.1366251,4,,
123,106213,51.525659,-0.1429581,4,,
124,106214,51.5304733,-0.1460217,3,,
125,106734,51.5094746,-0.0604942,4,,
126,106735,51.5209607,-0.0561812,3,,
127,106782,51.5162796,-0.0552618,4,,
128,106783,51.516299,-0.0571517,3,,
129,106784,51.5160737,-0.057168,3,,
130,106785,51.5168964,-0.0572145,4,,
131,106797,51.5193052,-0.0558957,3,,
132,106798,51.5199042,-0.0563011,4,,
133,106805,51.516859,-0.0551947,4,,
134,106807,51.5215194,-0.0594425,4,,
135,106817,51.5264619,-0.0646221,4,,
136,106818,51.526905,-0.0605642,3,,
137,106824,51.5279569,-0.0670973,4,,
138,106825,51.5282778,-0.0653679,3,,
139,106828,51.5265336,-0.0707318,1,,
140,106831,51.5281599,-0.0744799,3,,
141,106834,51.5259282,-0.0738455,3,,
142,106839,51.5271833,-0.0780547,4,,
143,106840,51.5283703,-0.0756893,4,,
144,106841,51.528765,-0.0778563,3,,
145,106842,51.5172762,-0.0624609,4,,
146,106844,51.5169301,-0.0666857,3,,
147,106848,51.5202098,-0.0744728,4,,
148,106855,51.5237216,-0.0792802,4,,
149,106860,51.5279657,-0.0779717,3,,
150,106861,51.5279819,-0.0801201,3,,
151,106863,51.5286203,-0.0835907,3,,
152,106867,51.5296624,-0.0800929,3,,
153,106868,51.5308505,-0.0801919,3,,
154,106869,51.5327215,-0.0801263,4,,
155,106874,51.5328591,-0.0872875,3,,
156,106876,51.5316893,-0.0865578,3,,
157,106877,51.5312159,-0.0862938,4,,
158,106881,51.5274486,-0.088807,3,,
159,106891,51.5343006,-0.0911726,3,,
160,106969,51.5110419,-0.0609999,4,,
161,106973,51.5107125,-0.0693965,3,,
162,106974,51.5111129,-0.0641037,3,,
163,106975,51.5145833,-0.0578819,3,,
164,106976,51.5147608,-0.0619093,4,,
165,107000,51.5378387,-0.0608622,4,crossing,
166,107001,51.5382685,-0.0614064,3,,
167,107002,51.5384196,-0.0619246,3,mini_roundabout,
168,107003,51.5396035,-0.0626668,3,,
169,107009,51.5394347,-0.0674854,3,,
170,107010,51.5393831,-0.0701937,4,,
171,107012,51.5274744,-0.0555102,3,,
172,107014,51.5401613,-0.0577524,4,,
173,107016,51.5403238,-0.0631512,4,,
174,107018,51.5403858,-0.0756569,3,,
175,107021,51.5388245,-0.0734932,3,,
176,107030,51.5430883,-0.0911938,3,,
177,107031,51.5435783,-0.0904968,3,,
178,107032,51.5443608,-0.0919334,3,,
179,107037,51.5364472,-0.0889878,3,,
180,107039,51.5417789,-0.0848648,3,mini_roundabout,
181,107043,51.5406232,-0.0958341,4,,
182,107044,51.5396595,-0.0974229,3,,
183,107048,51.5387187,-0.092663,3,,
184,107053,51.536218,-0.0966141,3,,
185,107055,51.5356181,-0.0971325,3,,
186,107056,51.5368179,-0.0956482,4,,
187,107057,51.5362424,-0.0949577,3,,
188,107059,51.5370075,-0.0932125,4,,
189,107060,51.5363798,-0.0925224,4,,
190,107066,51.5343298,-0.0883783,3,,
191,107070,51.5369563,-0.0988515,3,,
192,107073,51.5389754,-0.0985221,3,,
193,107081,51.5403528,-0.1092944,3,,
194,107087,51.5395127,-0.1024369,3,,
195,107089,51.5377432,-0.102716,3,,
196,107090,51.5371513,-0.1007659,3,,
197,107092,51.5365956,-0.103439,4,,
198,107093,51.5371576,-0.1082094,3,,
199,107094,51.5374134,-0.1098294,3,,
200,107099,51.5376073,-0.1081608,3,,
201,107100,51.5386658,-0.1103506,3,,
202,107101,51.5387017,-0.1126997,3,,
203,107103,51.5386973,-0.1136866,4,mini_roundabout,
204,107106,51.5363583,-0.1019412,3,,
205,107107,51.5353501,-0.0999517,3,,
206,107108,51.5347444,-0.0986673,4,mini_roundabout,
207,107316,51.5188864,-0.1369442,3,,
208,107317,51.5195849,-0.1377132,4,,
209,107318,51.5200969,-0.136436,4,,
210,107319,51.5193831,-0.1356907,4,,
211,107320,51.5201219,-0.1338055,3,,
212,107322,51.5162463,-0.1328665,4,,
213,107324,51.5156469,-0.1324402,4,,
214,107326,51.5151371,-0.1327658,4,,
215,107328,51.5148204,-0.1323095,3,,
216,107333,51.5153055,-0.141966,6,crossing,
217,107339,51.51786,-0.1402674,3,,
218,107341,51.5191467,-0.1393744,3,,
219,107343,51.5182768,-0.1419003,4,,
220,107345,51.5179523,-0.1417567,3,,
221,107348,51.5194748,-0.1398101,3,,
222,107349,51.5191389,-0.1408626,4,,
223,107351,51.5202242,-0.1384011,3,,
224,107352,51.5208299,-0.1391027,4,,
225,107356,51.534656,-0.0615757,3,,
226,107358,51.5349669,-0.0630174,4,,
227,107359,51.5356504,-0.0623136,4,,
228,107361,51.532019,-0.0569054,3,,
229,107362,51.5308503,-0.0564283,3,,
230,107363,51.5293273,-0.0558594,3,,
231,107389,51.5431224,-0.0553054,3,,
232,107390,51.5447399,-0.0553256,3,,
233,107392,51.5466851,-0.0550308,3,,
234,107419,51.5459425,-0.0658632,4,,
235,107422,51.5465322,-0.0580159,3,,
236,107423,51.5456743,-0.0586162,3,,
237,107424,51.5455975,-0.057709,3,,
238,107426,51.5440637,-0.0595154,4,,
239,107427,51.5443441,-0.0584385,4,,
240,107428,51.5446697,-0.0569027,4,,
241,107430,51.5248631,-0.0549308,3,,
242,107443,51.5087949,-0.0568731,3,,
243,107444,51.514354,-0.0557375,3,,
244,107446,51.5153221,-0.0554377,3,,
245,107455,51.5132169,-0.061527,3,,
246,107456,51.5128787,-0.0614419,3,,
247,107460,51.5095941,-0.0588637,4,,
248,107463,51.5071211,-0.0598199,3,,
249,107464,51.5052772,-0.0597703,4,,
250,107468,51.5052404,-0.0613905,3,,
251,107470,51.5041411,-0.0614162,3,,
252,107561,51.4981638,-0.0723292,3,,
253,107565,51.5007353,-0.0783668,4,,
254,107571,51.506909,-0.0741528,3,,
255,107572,51.5071154,-0.07427,4,crossing,
256,107574,51.5091323,-0.0738918,4,crossing,
257,107576,51.5101455,-0.0729022,3,,
258,107584,51.5132584,-0.0793203,3,,
259,107585,51.5133949,-0.0803493,3,,
260,107586,51.514391,-0.0836599,3,,
261,107587,51.5134117,-0.0841397,4,,
262,107588,51.5133414,-0.0869198,3,,
263,107606,51.5131109,-0.0777973,4,crossing,
264,107609,51.5148052,-0.0655602,3,,
265,107614,51.5112097,-0.0732297,3,,
266,107626,51.5107017,-0.0843638,3,,
267,107627,51.5107226,-0.0853116,4,,
268,107632,51.510276,-0.0867921,3,,
269,107634,51.5112421,-0.0883778,3,,
270,107637,51.5116996,-0.090727,4,,
271,107638,51.5119738,-0.0919543,3,,
272,107641,51.5126834,-0.0951234,3,,
273,107644,51.511846,-0.0971951,3,,
274,107646,51.5133087,-0.0963543,4,,
275,107655,51.5085067,-0.1004937,3,,
276,107667,51.5121651,-0.1017353,3,,
277,107668,51.5120599,-0.1032633,4,,
278,107681,51.5143121,-0.0984098,4,,
279,107684,51.5137936,-0.1010095,3,,
280,107685,51.5139944,-0.1025298,3,,
281,107686,51.5141465,-0.1035445,3,,
282,107687,51.5144344,-0.0968932,3,,
283,107692,51.5141928,-0.1084786,3,,
284,107693,51.5141251,-0.1094354,4,,
285,107697,51.5127745,-0.1145202,4,,
286,107698,51.511288,-0.1136847,4,,
287,107699,51.5109169,-0.1134549,4,crossing,
288,107708,51.5129142,-0.1137605,3,,
289,107715,51.5105733,-0.1210904,4,,
290,107716,51.5110773,-0.1197175,3,,
291,107724,51.5067402,-0.1169532,4,,
292,107728,51.5057051,-0.1180919,4,,
293,107733,51.5047105,-0.1141145,1,,
294,107742,51.5023686,-0.116457,3,,
295,107750,51.4989348,-0.1169738,3,,
296,107751,51.5009376,-0.1242336,3,,
297,107761,51.4994423,-0.1261247,3,,
298,107762,51.5021046,-0.1260009,3,,
299,107763,51.5056096,-0.1267691,4,,
300,107769,51.5069448,-0.1249151,3,,
301,107770,51.507179,-0.1275661,4,crossing,
302,107773,51.5075061,-0.1273553,4,crossing,
303,107774,51.5075453,-0.1278265,3,,
304,107777,51.5058624,-0.130808,3,,
305,107780,51.5079688,-0.1265227,3,,
306,107785,51.5094654,-0.1274035,3,,
307,107786,51.5101873,-0.1282732,3,,
308,107790,51.511322,-0.1283895,4,,
309,107791,51.5118562,-0.1283797,3,,
310,107792,51.5132543,-0.1291225,6,crossing,
311,107793,51.5110443,-0.1318533,3,,
312,107795,51.5117551,-0.1293685,4,,
313,107796,51.5072425,-0.1323616,5,,
314,107797,51.5092299,-0.1324028,4,,
315,107798,51.5100968,-0.1333442,4,,
316,107799,51.5102738,-0.1322652,3,,
317,107800,51.5102942,-0.1321586,3,,
318,107801,51.5095659,-0.131587,4,,
319,107802,51.5084577,-0.1317288,3,,
320,107803,51.5122409,-0.1298424,3,,
321,107805,51.5127597,-0.1299684,3,,
322,107806,51.5124831,-0.1307059,3,,
323,107807,51.5122045,-0.1314882,4,,
324,107809,51.5114964,-0.1330499,4,,
325,107812,51.5113932,-0.1343278,4,,
326,107813,51.5106947,-0.1339402,5,crossing,
327,107816,51.5079453,-0.1332565,3,,
328,107818,51.5097303,-0.1347729,4,,
329,107820,51.5107007,-0.1355377,3,,
330,107821,51.5103745,-0.1352468,3,,
331,107823,51.5152948,-0.1300687,3,,
332,107828,51.5162575,-0.1244352,4,,
333,107829,51.5172868,-0.1224044,3,,
334,107830,51.517622,-0.1203947,8,crossing,
335,107831,51.5169129,-0.1268914,4,,
336,107835,51.5195906,-0.1229193,3,,
337,107836,51.519406,-0.123355,3,,
338,107837,51.5191826,-0.1238394,3,,
339,107838,51.5189418,-0.1244106,3,,
340,107839,51.5205708,-0.1263434,3,,
341,107843,51.520066,-0.1287705,3,,
342,107844,51.5207281,-0.1295001,3,,
343,107848,51.5189924,-0.1312083,3,,
344,107851,51.5189481,-0.128798,3,,
345,107852,51.5182278,-0.1261146,3,,
346,107853,51.5178064,-0.1276295,4,,
347,107855,51.5196706,-0.1198693,3,,
348,107856,51.5203968,-0.1176259,4,,
349,107857,51.5226305,-0.1234381,3,,
350,107858,51.5220082,-0.1230426,3,,
351,107860,51.5209401,-0.122119,3,,
352,107863,51.5198962,-0.1221838,3,,
353,107864,51.5214846,-0.1241233,4,,
354,107865,51.5221535,-0.1249623,3,crossing,
355,107866,51.5265695,-0.1180137,3,,
356,107867,51.5271986,-0.1184267,3,,
357,107869,51.5276747,-0.1204595,3,,
358,107873,51.5265115,-0.1220552,3,,
359,107876,51.5267575,-0.1209209,3,,
360,107877,51.526905,-0.1242096,3,,
361,107878,51.5262563,-0.125939,4,,
362,107879,51.5256745,-0.1255197,4,,
363,107881,51.5237902,-0.1269,3,,
364,107882,51.5277548,-0.1225647,3,,
365,107884,51.5283681,-0.1192525,3,,
366,107885,51.5279698,-0.1214082,3,,
367,107887,51.5295006,-0.1223889,3,,
368,107889,51.5302695,-0.1170174,3,,
369,107890,51.5296721,-0.115819,3,,
370,107891,51.5287599,-0.1157168,3,,
371,107894,51.5250479,-0.1106266,5,,
372,107895,51.5294022,-0.1201102,3,,
373,107896,51.5304153,-0.1210925,3,,
374,107899,51.5241798,-0.1094994,3,,
375,107900,51.5231093,-0.1079884,3,,
376,107903,51.5298304,-0.0978537,3,,
377,107907,51.5317774,-0.105574,3,,
378,107908,51.5319088,-0.1062675,4,,
379,107912,51.5336384,-0.1066837,3,,
380,107917,51.5354837,-0.1094858,4,,
381,107919,51.5358972,-0.1110632,4,,
382,107925,51.5369384,-0.1165459,4,,
383,107928,51.5372045,-0.1138199,3,,
384,107930,51.5387067,-0.1151599,4,,
385,107931,51.5387199,-0.1166466,4,,
386,107936,51.5408894,-0.1159446,4,,
387,107937,51.5408486,-0.1145559,4,,
388,107939,51.5414375,-0.1152134,3,,
389,107941,51.5425951,-0.1155786,3,,
390,107944,51.5452933,-0.1146221,3,,
391,107945,51.5460698,-0.1122091,4,,
392,107947,51.5450024,-0.1112647,4,,
393,107949,51.5438322,-0.1104004,3,,
394,107951,51.5422083,-0.1100299,4,,
395,107953,51.5410257,-0.10951,4,,
396,107954,51.5467615,-0.1130256,3,,
397,107956,51.5468139,-0.1088417,3,,
398,107959,51.5473256,-0.1117285,3,,
399,107960,51.5479041,-0.1103295,3,,
400,107972,51.5337615,-0.1184025,3,,
401,107973,51.5316815,-0.1208481,3,,
402,107974,51.5308543,-0.1209725,4,,
403,107975,51.5333599,-0.122382,3,,
404,107981,51.5275459,-0.1271102,4,,
405,107986,51.5258051,-0.1290855,4,,
406,107987,51.5253695,-0.1301429,4,,
407,107988,51.5265273,-0.1314186,3,,
408,107989,51.5261914,-0.1322895,3,,
409,107990,51.5249989,-0.1309924,4,,
410,107991,51.5239012,-0.1297466,3,,
411,107992,51.5242684,-0.1288832,4,,
412,107993,51.5234802,-0.1307349,3,,
413,107994,51.5246149,-0.1319517,3,,
414,107995,51.5258723,-0.133195,4,,
415,107996,51.5269274,-0.130339,3,,
416,107999,51.5223638,-0.1268737,3,,
417,108002,51.5219019,-0.127833,3,,
418,108004,51.5222823,-0.128407,3,,
419,108005,51.5228299,-0.129393,3,,
420,108006,51.5228088,-0.1317703,3,,
421,108009,51.5239619,-0.1342365,3,,
422,108010,51.5242905,-0.1345811,3,,
423,108012,51.5245988,-0.1349153,3,,
424,108014,51.5209576,-0.1268219,3,,
425,108017,51.5213752,-0.1302074,3,,
426,108019,51.5273156,-0.1346074,3,,
427,108021,51.5250845,-0.1354467,3,,
428,108025,51.5209675,-0.1324853,3,,
429,108028,51.5201055,-0.1309273,3,,
430,108030,51.5211556,-0.1320512,4,,
431,108033,51.5214109,-0.1314657,3,,
432,108034,51.5224697,-0.132628,4,,
433,108036,51.5222264,-0.1332367,4,,
434,108040,51.5236995,-0.1372409,4,,
435,108043,51.5241845,-0.1359572,3,,
436,108044,51.5214633,-0.1351892,3,,
437,108045,51.5208397,-0.1345358,4,,
438,108047,51.5234407,-0.1398771,3,,
439,108053,51.5156128,-0.1393138,4,,
440,108054,51.5139899,-0.1415321,3,,
441,108055,51.5131204,-0.1407061,4,,
442,108058,51.5103803,-0.1381703,4,,
443,108059,51.5105189,-0.1373792,4,,
444,108060,51.5108324,-0.1368041,4,,
445,108061,51.5104722,-0.1366159,5,,
446,108062,51.5159408,-0.1358707,5,,
447,108065,51.5139323,-0.1282428,3,,
448,108070,51.5121078,-0.1382034,4,,
449,108072,51.5130185,-0.1376622,4,,
450,108073,51.5134685,-0.136261,3,,
451,108079,51.5052831,-0.1381782,4,crossing,
452,108080,51.5059463,-0.1387144,3,,
453,108081,51.5063254,-0.1390935,3,,
454,108085,51.5078059,-0.1406472,4,,
455,108091,51.5009187,-0.1338508,4,crossing,
456,108094,51.5011257,-0.1277269,3,,
457,108097,51.4978454,-0.1339739,4,,
458,108101,51.496836,-0.1316922,3,,
459,108102,51.496846,-0.1308151,3,,
460,108103,51.4969194,-0.1293674,4,,
461,108107,51.4994302,-0.1265947,1,,
462,108108,51.4969474,-0.1265982,3,,
463,108109,51.4969467,-0.1256082,3,,
464,108110,51.4960681,-0.1254155,3,,
465,108111,51.4960014,-0.1265575,3,,
466,108112,51.4948724,-0.130731,3,,
467,108115,51.4973599,-0.1195043,3,,
468,108118,51.4977008,-0.0797753,4,,
469,108119,51.4971276,-0.0808469,4,,
470,108120,51.4966987,-0.0818124,4,,
471,108121,51.4959887,-0.0829106,3,,
472,108183,51.4948134,-0.0846412,3,,
473,108184,51.4947656,-0.0851664,3,,
474,108186,51.494026,-0.0862054,3,,
475,108190,51.4956723,-0.1007179,4,crossing,
476,108193,51.4930051,-0.1008414,3,,
477,108195,51.4827223,-0.1116466,3,,
478,108200,51.5238692,-0.1513038,3,,
479,108203,51.523066,-0.1511409,4,,
480,108205,51.5232632,-0.1489463,4,,
481,108208,51.5206913,-0.1531512,3,,
482,108209,51.5204747,-0.1556554,4,,
483,108210,51.521308,-0.1530793,4,,
484,108211,51.5184448,-0.1538808,4,,
485,108212,51.5207942,-0.1519115,3,,
486,108214,51.5183204,-0.1545554,3,,
487,108215,51.5197296,-0.154588,3,,
488,108216,51.5196278,-0.155213,4,,
489,108224,51.5177455,-0.15071,4,,
490,108229,51.5181267,-0.1465869,4,,
491,108234,51.5171027,-0.1444388,3,,
492,108236,51.5168439,-0.1459858,5,,
493,108239,51.514641,-0.1469138,4,,
494,108244,51.510057,-0.1456426,3,crossing,
495,108245,51.5111499,-0.1432763,4,traffic_signals,
496,108247,51.5105569,-0.1426593,3,,
497,108248,51.5101355,-0.1430044,3,,
498,108249,51.5103572,-0.1424536,3,,
499,108252,51.5123032,-0.1444597,4,traffic_signals,
500,108253,51.5121396,-0.1450414,3,,
501,108255,51.5124295,-0.1455128,3,,
502,108256,51.5130141,-0.1464971,3,,
503,108257,51.5124726,-0.1493685,3,,
504,108258,51.5134696,-0.1498633,3,,
505,108259,51.5132632,-0.1509248,3,,
506,108260,51.5133858,-0.1502967,4,,
507,108263,51.5098807,-0.136153,3,,
508,108264,51.5102351,-0.1348704,3,,
509,108267,51.5086452,-0.1414955,4,,
510,108275,51.5020419,-0.1400988,4,,
511,108277,51.5017889,-0.1400065,3,,
512,108280,51.5006361,-0.138521,4,,
513,108283,51.5001929,-0.1408653,4,,
514,108286,51.5009785,-0.1405377,4,crossing,
515,108287,51.5021708,-0.141938,4,crossing,
516,108290,51.4991555,-0.1431749,3,,
517,108292,51.4980651,-0.1438622,4,,
518,108293,51.4986705,-0.1337589,3,,
519,108296,51.4996147,-0.1329746,3,crossing,
520,108299,51.4974947,-0.1356331,8,crossing,
521,108300,51.4979761,-0.1359047,3,,
522,108301,51.4984384,-0.1364924,3,,
523,108302,51.499081,-0.1381337,3,,
524,108305,51.4978966,-0.1430943,3,,
525,108307,51.4975694,-0.1421396,3,,
526,108308,51.4965767,-0.1419278,4,,
527,108311,51.4965923,-0.1429256,4,,
528,108312,51.4965257,-0.1423092,3,,
529,108317,51.4942972,-0.1431818,3,,
530,108318,51.4964579,-0.1355846,4,,
531,108320,51.4958003,-0.1373317,3,,
532,108321,51.4949062,-0.1385177,3,,
533,108322,51.4969639,-0.1392656,4,,
534,108329,51.4969358,-0.1356084,3,,
535,108332,51.4960533,-0.1351591,3,,
536,108333,51.495003,-0.1343356,3,,
537,108334,51.4946426,-0.134052,3,,
538,108336,51.495115,-0.1327489,3,,
539,108338,51.4948976,-0.1318701,3,,
540,108339,51.4962717,-0.1430113,3,,
541,108341,51.4967318,-0.1448285,4,,
542,108342,51.4961852,-0.145288,3,,
543,108349,51.497161,-0.146251,4,,
544,108351,51.4937686,-0.1417958,4,,
545,108353,51.493418,-0.1446826,3,,
546,108354,51.4940859,-0.1466184,4,,
547,108355,51.4918291,-0.1412764,4,traffic_signals,
548,108357,51.49419,-0.140872,3,,
549,108358,51.4935066,-0.1395782,4,,
550,108361,51.4904084,-0.1331568,3,,
551,108362,51.4900135,-0.1322633,3,,
552,108368,51.4930962,-0.1251896,3,,
553,108383,51.5063539,-0.1023327,3,,
554,108389,51.5176156,-0.1078088,4,crossing,
555,108391,51.5150212,-0.1096056,3,,
556,108393,51.518896,-0.1011373,3,,
557,108395,51.5230075,-0.1022238,3,,
558,108396,51.5225292,-0.1020692,4,,
559,108398,51.5206903,-0.1165483,3,,
560,108400,51.5183159,-0.1206058,3,,
561,108404,51.5190471,-0.1209441,5,,
562,108406,51.5193739,-0.0997036,3,,
563,108409,51.5215883,-0.0973528,4,,
564,108411,51.5221571,-0.0945686,3,,
565,108412,51.5233212,-0.0952409,3,,
566,108413,51.5238023,-0.0934348,4,,
567,108417,51.5233095,-0.0985242,5,,
568,108420,51.517852,-0.0843482,3,,
569,108422,51.5161525,-0.0606476,3,,
570,108428,51.52433,-0.0802992,4,,
571,108432,51.5248675,-0.0743635,4,,
572,108433,51.5249693,-0.0734729,3,,
573,108434,51.5250457,-0.0728369,3,,
574,108438,51.5176409,-0.0551565,4,,
575,108439,51.5186114,-0.0555537,3,,
576,108440,51.51775,-0.0572756,3,,
577,108443,51.5252215,-0.0664408,3,,
578,108444,51.5252812,-0.0658319,3,,
579,108445,51.5262964,-0.0661018,3,,
580,108446,51.5262313,-0.0665874,3,,
581,108447,51.5288433,-0.0702319,3,,
582,108448,51.5282798,-0.0698756,3,,
583,108457,51.5240209,-0.066058,3,,
584,108459,51.5246763,-0.0662773,3,,
585,108467,51.5284833,-0.0926158,3,,
586,108468,51.5286366,-0.0932065,3,,
587,108469,51.5291832,-0.0953718,3,,
588,108473,51.5340982,-0.0803414,4,,
589,108474,51.5344426,-0.0805795,3,,
590,108477,51.5359251,-0.0872178,3,,
591,108478,51.5360731,-0.0844833,3,,
592,108483,51.5338894,-0.0978384,4,,
593,108485,51.5334345,-0.0973969,3,,
594,108492,51.5387109,-0.1053552,3,,
595,108494,51.5375213,-0.1059291,3,,
596,108496,51.5375224,-0.1053695,3,,
597,108497,51.5353908,-0.1147235,3,,
598,108498,51.5352729,-0.1136139,3,,
599,108499,51.5359633,-0.1129983,3,,
600,108500,51.5341259,-0.1149529,3,,
601,108502,51.5323673,-0.1144094,3,,
602,108503,51.5313695,-0.114121,5,,
603,108504,51.5312271,-0.1161744,3,,
604,108505,51.5311747,-0.1169437,3,,
605,108507,51.5322966,-0.1171556,4,,
606,108508,51.533413,-0.1173888,4,,
607,108510,51.536854,-0.1153667,3,,
608,108511,51.5367463,-0.1138715,3,,
609,108512,51.5339745,-0.1115428,4,,
610,108514,51.5343938,-0.1114743,3,,
611,108515,51.5335525,-0.0997665,3,,
612,108518,51.5338656,-0.1012479,3,,
613,108519,51.5341227,-0.102521,3,,
614,108530,51.5347286,-0.0933394,3,,
615,108532,51.5360925,-0.0931358,4,,
616,108533,51.5367169,-0.0938566,3,,
617,108540,51.5305655,-0.1057835,3,,
618,108541,51.5295139,-0.1048826,3,,
619,108543,51.5281648,-0.1028468,3,,
620,108544,51.528512,-0.1010241,4,,
621,108548,51.525817,-0.1040422,4,,
622,108549,51.525514,-0.104096,3,,
623,108553,51.5196551,-0.1018784,3,,
624,108558,51.5310151,-0.0828949,4,,
625,108561,51.5383016,-0.0890639,3,,
626,108562,51.5395861,-0.0886007,5,mini_roundabout,
627,108565,51.5392558,-0.0811037,4,,
628,108566,51.5372109,-0.0768088,3,,
629,108569,51.5362593,-0.076881,3,,
630,108572,51.5363098,-0.0736003,3,,
631,108573,51.5361598,-0.0719233,4,,
632,108575,51.5385973,-0.0731392,3,,
